chart_year,Genre,region,streams
2020,Edm,Global,449226281
2020,Edm,Ireland,3822700
2020,Edm,Italy,20149857
2020,Edm,Malaysia,78787
2020,Edm,Mexico,53324462
2020,Edm,Netherlands,21866841
2020,Edm,New Zealand,4644896
2020,Edm,Norway,3824276
2020,Edm,Peru,867912
2020,Edm,Poland,8712604
2020,Edm,Portugal,2112892
2020,Edm,Singapore,96559
2020,Edm,Spain,2302692
2020,Edm,Sweden,3263759
2020,Edm,Switzerland,5043521
2020,Edm,Taiwan,48376
2020,Edm,Turkey,7660147
2020,Electro,Australia,54688
2020,Electro House,Finland,88690
2020,Electro House,Malaysia,511742
2020,Electro House,Norway,1252786
2020,Electro House,Singapore,978826
2020,Electro House,Taiwan,106456
2020,Electropop,Argentina,696470
2020,Electropop,Australia,11955411
2020,Electropop,Austria,1336127
2020,Electropop,Belgium,3382332
2020,Electropop,Brazil,2629463
2020,Electropop,Canada,10757924
2020,Electropop,Chile,441424
2020,Electropop,Colombia,343229
2020,Electropop,Costa Rica,157170
2020,Electropop,Denmark,2317779
2020,Electropop,Ecuador,80508
2020,Electropop,Finland,2431578
2020,Electropop,France,2818580
2020,Electropop,Germany,9288156
2020,Electropop,Global,281405628
2020,Electropop,Indonesia,4724639
2020,Electropop,Ireland,3580692
2020,Electropop,Italy,2599695
2020,Electropop,Malaysia,2196347
2020,Electropop,Mexico,2487865
2020,Electropop,Netherlands,9488840
2020,Electropop,New Zealand,2161978
2020,Electropop,Norway,4340117
2020,Electropop,Peru,89671
2020,Electropop,Philippines,4431141
2020,Electropop,Poland,3217679
2020,Electropop,Portugal,1062196
2020,Electropop,Singapore,1943479
2020,Electropop,Spain,1207235
2020,Electropop,Sweden,4326157
2020,Electropop,Switzerland,1834237
2020,Electropop,Taiwan,773993
2020,Electropop,Turkey,2705395
2020,Electropop,United States of America,86652909
2020,Emo Rap,Australia,15901116
2020,Emo Rap,Austria,1829464
2020,Emo Rap,Belgium,4755757
2020,Emo Rap,Canada,12521488
2020,Emo Rap,Denmark,702699
2020,Emo Rap,Finland,1213547
2020,Emo Rap,France,908689
2020,Emo Rap,Germany,6513871
2020,Emo Rap,Global,537042102
2020,Emo Rap,Ireland,1740635
2020,Emo Rap,Italy,1069456
2020,Emo Rap,Netherlands,32038
2020,Emo Rap,New Zealand,3392265
2020,Emo Rap,Norway,3836847
2020,Emo Rap,Poland,351039
2020,Emo Rap,Portugal,560879
2020,Emo Rap,Sweden,969711
2020,Emo Rap,Switzerland,819857
2020,Emo Rap,United States of America,214931834
2020,Escape Room,United States of America,1106700
2020,Europop,Denmark,20084
2020,Europop,Finland,31202
2020,Europop,Sweden,34268
2020,Eurovision,Sweden,10424925
2020,Finnish Dance Pop,Finland,11610809
2020,Finnish Metal,Finland,20820
2020,Finnish Pop,Finland,134953
2020,Finnish Trap,Finland,8157
2020,Florida Rap,Australia,357300
2020,Florida Rap,Canada,1030327
2020,Florida Rap,Global,6186614
2020,Florida Rap,New Zealand,729816
2020,Florida Rap,Norway,52949
2020,Florida Rap,United States of America,54032479
2020,Folk-pop,Australia,25862092
2020,Folk-pop,Austria,1581777
2020,Folk-pop,Belgium,4239941
2020,Folk-pop,Canada,2503951
2020,Folk-pop,Denmark,201512
2020,Folk-pop,Finland,7839
2020,Folk-pop,Germany,14879982
2020,Folk-pop,Global,55859924
2020,Folk-pop,Ireland,48216382
2020,Folk-pop,Netherlands,356887
2020,Folk-pop,New Zealand,4183816
2020,Folk-pop,Norway,108626
2020,Folk-pop,Portugal,19254
2020,Folk-pop,Sweden,1858006
2020,Folk-pop,Switzerland,2995424
2020,Folk-pop,United States of America,271651
2020,Francoton,France,23488151
2020,Frauenrap,Austria,160932
2020,Frauenrap,Germany,4216775
2020,Frauenrap,Switzerland,237965
2020,French Hip Hop,Belgium,361948
2020,French Hip Hop,France,13762428
2020,French Hip Hop,Switzerland,171585
2020,Funk,Australia,87043
2020,Funk,Austria,4035
2020,Funk,Belgium,192682
2020,Funk,Canada,65365
2020,Funk,France,41359
2020,Funk,Global,1622649
2020,Funk,Ireland,154518
2020,Funk,Netherlands,233761
2020,Funk,New Zealand,33751
2020,Funk,Switzerland,6599
2020,Funk,United States of America,1042344
2020,Future Bass,Norway,17888
2020,G Funk,Belgium,6293
2020,G Funk,Canada,34324
2020,G Funk,Global,749327
2020,G Funk,Ireland,5673
2020,G Funk,New Zealand,12228
2020,G Funk,Portugal,4884
2020,G Funk,Switzerland,6173
2020,G Funk,United States of America,287474
2020,Gauze Pop,Australia,14686156
2020,Gauze Pop,Ireland,685506
2020,Gauze Pop,Norway,439414
2020,Gauze Pop,United States of America,21727577
2020,German Cloud Rap,Austria,3003859
2020,German Cloud Rap,Germany,68892454
2020,German Cloud Rap,Global,11917343
2020,German Cloud Rap,Switzerland,2434785
2020,German Dance,Austria,132112
2020,German Dance,Germany,818243
2020,German Dance,Switzerland,26741
2020,German Drill,Austria,109302
2020,German Drill,Germany,2307659
2020,German Drill,Switzerland,115905
2020,German Hip Hop,Austria,2671622
2020,German Hip Hop,Germany,77733575
2020,German Hip Hop,Global,6650320
2020,German Hip Hop,Switzerland,2004045
2020,German House,Austria,1273270
2020,German House,Germany,23583105
2020,German House,Switzerland,137029
2020,German Pop,Australia,137731
2020,German Pop,Germany,4007542
2020,German Pop,Switzerland,488201
2020,Glam Metal,Costa Rica,9385
2020,Glam Rock,Australia,4957066
2020,Glam Rock,Austria,345307
2020,Glam Rock,Belgium,87315
2020,Glam Rock,Canada,1821628
2020,Glam Rock,Denmark,617588
2020,Glam Rock,Finland,15509
2020,Glam Rock,Germany,2901038
2020,Glam Rock,Global,22700025
2020,Glam Rock,Ireland,929324
2020,Glam Rock,Italy,142179
2020,Glam Rock,Netherlands,573452
2020,Glam Rock,New Zealand,2653143
2020,Glam Rock,Norway,20722
2020,Glam Rock,Poland,57849
2020,Glam Rock,Portugal,30914
2020,Glam Rock,Singapore,24232
2020,Glam Rock,Sweden,162275
2020,Glam Rock,Switzerland,249107
2020,Glam Rock,United States of America,2693769
2020,Glasgow Indie,Ireland,7405737
2020,Grime,Australia,5122454
2020,Grime,Belgium,23454
2020,Grime,Denmark,1785258
2020,Grime,Ireland,11470271
2020,Grime,New Zealand,368730
2020,Halloween,Canada,503142
2020,Halloween,Finland,7364
2020,Halloween,Global,2884440
2020,Halloween,Ireland,32628
2020,Halloween,Norway,37200
2020,Halloween,Sweden,27220
2020,Halloween,Switzerland,8531
2020,Halloween,United States of America,2955840
2020,Hard Rock,Belgium,221663
2020,Hard Rock,Netherlands,17274
2020,Hawaiian Hip Hop,New Zealand,93696
2020,Hawaiian Hip Hop,Philippines,656722
2020,Hip Hop,Australia,7724284
2020,Hip Hop,Austria,558342
2020,Hip Hop,Belgium,1122973
2020,Hip Hop,Canada,17439662
2020,Hip Hop,Colombia,174562
2020,Hip Hop,Costa Rica,240724
2020,Hip Hop,Denmark,1171972
2020,Hip Hop,Ecuador,31283
2020,Hip Hop,Finland,577333
2020,Hip Hop,France,1189420
2020,Hip Hop,Germany,5669640
2020,Hip Hop,Global,218155391
2020,Hip Hop,Ireland,1316677
2020,Hip Hop,Malaysia,520390
2020,Hip Hop,Mexico,2666545
2020,Hip Hop,Netherlands,4484018
2020,Hip Hop,New Zealand,2436656
2020,Hip Hop,Norway,1742834
2020,Hip Hop,Philippines,1383144
2020,Hip Hop,Poland,1120334
2020,Hip Hop,Portugal,1186750
2020,Hip Hop,Singapore,508444
2020,Hip Hop,Spain,73239
2020,Hip Hop,Sweden,1950986
2020,Hip Hop,Switzerland,851035
2020,Hip Hop,Taiwan,674194
2020,Hip Hop,United States of America,198493264
2020,Hip Hop Tuga,Portugal,4310078
2020,Hip Pop,Austria,2304365
2020,Hip Pop,Belgium,1871476
2020,Hip Pop,Germany,14368730
2020,Hip Pop,Netherlands,9941838
2020,Hip Pop,Norway,11523
2020,Hip Pop,Switzerland,2808360
2020,Hip Pop,Taiwan,89156
2020,Hollywood,Denmark,46684
2020,Hollywood,Italy,39968
2020,Horror Synth,Canada,47078
2020,Horror Synth,United States of America,317907
2020,Houston Rap,Canada,261454
2020,Houston Rap,United States of America,25049443
2020,Icelandic Pop,Austria,340367
2020,Icelandic Pop,Belgium,775366
2020,Icelandic Pop,Ireland,3383241
2020,Icelandic Pop,Norway,1097469
2020,Icelandic Pop,Sweden,8216502
2020,Indie Anthem-folk,Finland,28498
2020,Indie Anthem-folk,Ireland,2897982
2020,Indie Folk,Ireland,325036
2020,Indie Folk,Norway,1249297
2020,Indie Folk,Sweden,105897
2020,Indie Pop,Australia,1772017
2020,Indie Pop,Ireland,59909
2020,Indie Pop,United States of America,64638926
2020,Indie Poptimism,Australia,125797
2020,Indie Poptimism,Austria,603347
2020,Indie Poptimism,Belgium,6680010
2020,Indie Poptimism,Finland,82961
2020,Indie Poptimism,Germany,2549204
2020,Indie Poptimism,Global,81999276
2020,Indie Poptimism,Ireland,2777362
2020,Indie Poptimism,Italy,1531425
2020,Indie Poptimism,Netherlands,26821668
2020,Indie Poptimism,Norway,1047141
2020,Indie Poptimism,Portugal,70383
2020,Indie Poptimism,Singapore,873564
2020,Indie Poptimism,Sweden,587068
2020,Indie Poptimism,Switzerland,1041932
2020,Indie Poptimism,United States of America,575918
2020,Indie Rock,Australia,201829
2020,Indie Rock,Belgium,18715
2020,Indie Rock,Canada,35147
2020,Indie Rock,Denmark,22099
2020,Indie Rock,France,192905
2020,Indie Rock,Global,601606
2020,Indie Rock,Norway,16846
2020,Indie Rock,Philippines,33966
2020,Indie Rock,Poland,26690
2020,Indie Rock,Portugal,6316
2020,Indie Rock,Sweden,39567
2020,Indie Rock,Switzerland,11453
2020,Indie Rock,United States of America,271775
2020,Indonesian Alternative Rock,Indonesia,29063
2020,Indonesian Folk,Indonesia,2742372
2020,Indonesian Hip Hop,Indonesia,10018236
2020,Indonesian Indie,Indonesia,2458589
2020,Indonesian Pop,Indonesia,63763001
2020,Irish Hip Hop,Ireland,358301
2020,Irish Pop,Ireland,2476465
2020,Irish Pop,Singapore,11786
2020,Irish Rock,Australia,3570672
2020,Irish Rock,Canada,78941
2020,Irish Rock,Global,828738
2020,Irish Rock,Ireland,2176143
2020,Irish Rock,Philippines,57112
2020,Irish Rock,United States of America,290009
2020,Irish Singer-songwriter,Costa Rica,228257
2020,Irish Singer-songwriter,Global,31290007
2020,Irish Singer-songwriter,Ireland,829359
2020,Israeli Pop,Poland,52363
2020,Israeli Pop,Switzerland,88916
2020,Italian Adult Pop,Italy,14829567
2020,Italian Hip Hop,Italy,4069970
2020,Italian Indie Pop,Italy,49247
2020,J-pop,Taiwan,12230
2020,Jawaiian,New Zealand,5959565
2020,K-pop,Argentina,9090962
2020,K-pop,Australia,15268533
2020,K-pop,Austria,1372855
2020,K-pop,Belgium,3250073
2020,K-pop,Brazil,33268617
2020,K-pop,Canada,15708218
2020,K-pop,Chile,9062707
2020,K-pop,Colombia,4843548
2020,K-pop,Costa Rica,1234806
2020,K-pop,Denmark,2479035
2020,K-pop,Ecuador,2179505
2020,K-pop,Finland,1805375
2020,K-pop,France,12407658
2020,K-pop,Germany,18059104
2020,K-pop,Global,742734642
2020,K-pop,Indonesia,108125109
2020,K-pop,Ireland,2153296
2020,K-pop,Italy,11060358
2020,K-pop,Malaysia,29832166
2020,K-pop,Mexico,30175670
2020,K-pop,Netherlands,11022774
2020,K-pop,New Zealand,3263838
2020,K-pop,Norway,3798193
2020,K-pop,Peru,10683777
2020,K-pop,Philippines,109121678
2020,K-pop,Poland,4875267
2020,K-pop,Portugal,2227232
2020,K-pop,Singapore,23397410
2020,K-pop,Spain,7871662
2020,K-pop,Sweden,3749316
2020,K-pop,Switzerland,1925176
2020,K-pop,Taiwan,12826078
2020,K-pop,Turkey,5553114
2020,K-pop,United States of America,92475492
2020,K-rap,Argentina,62119
2020,K-rap,Brazil,176092
2020,K-rap,Chile,50407
2020,K-rap,Colombia,20503
2020,K-rap,Ecuador,4528
2020,K-rap,Finland,8353
2020,K-rap,Global,3766534
2020,K-rap,Indonesia,171018
2020,K-rap,Malaysia,167264
2020,K-rap,Peru,31054
2020,K-rap,Philippines,202448
2020,K-rap,Poland,70740
2020,K-rap,Portugal,13319
2020,K-rap,Singapore,93033
2020,K-rap,Taiwan,98645
2020,K-rap,Turkey,50579
2020,K-rap,United States of America,597796
2020,Karadeniz Halk Muzigi,Turkey,9170924
2020,Kentucky Hip Hop,Australia,179083
2020,Kentucky Hip Hop,Canada,1821235
2020,Kentucky Hip Hop,Global,6939637
2020,Kentucky Hip Hop,Portugal,5003
2020,Kentucky Hip Hop,Switzerland,15080
2020,Kentucky Hip Hop,United States of America,9924400
2020,Kentucky Indie,United States of America,223589
2020,La Indie,Argentina,7643332
2020,La Indie,Australia,43687085
2020,La Indie,Austria,2727816
2020,La Indie,Belgium,6628115
2020,La Indie,Brazil,24718815
2020,La Indie,Canada,28229993
2020,La Indie,Chile,7479402
2020,La Indie,Colombia,2287351
2020,La Indie,Costa Rica,1455536
2020,La Indie,Denmark,6472667
2020,La Indie,Ecuador,1143105
2020,La Indie,Finland,8145263
2020,La Indie,France,22781637
2020,La Indie,Germany,34426483
2020,La Indie,Global,893211189
2020,La Indie,Indonesia,23681233
2020,La Indie,Ireland,8572878
2020,La Indie,Italy,19256382
2020,La Indie,Malaysia,9193476
2020,La Indie,Mexico,44467684
2020,La Indie,Netherlands,18287067
2020,La Indie,New Zealand,7991402
2020,La Indie,Norway,9990158
2020,La Indie,Peru,3800074
2020,La Indie,Philippines,18001002
2020,La Indie,Poland,13318161
2020,La Indie,Portugal,4095272
2020,La Indie,Singapore,6467937
2020,La Indie,Spain,11443226
2020,La Indie,Sweden,10715833
2020,La Indie,Switzerland,4120699
2020,La Indie,Taiwan,2813132
2020,La Indie,Turkey,11573572
2020,La Indie,United States of America,202059980
2020,La Pop,Indonesia,1946351
2020,La Pop,Malaysia,1879025
2020,La Pop,Philippines,23114524
2020,La Pop,Singapore,464623
2020,Latin,Chile,26631
2020,Latin,Ecuador,615738
2020,Latin,Mexico,5905554
2020,Latin,Peru,1919972
2020,Latin,Spain,8362484
2020,Latin Alternative,Mexico,248249
2020,Latin Arena Pop,Mexico,119730
2020,Latin Pop,Spain,9898328
2020,Latin Talent Show,Spain,229756
2020,Lithuanian Electronic,Germany,769330
2020,Malaysian Indie,Malaysia,760759
2020,Malaysian Pop,Malaysia,1508137
2020,Manchester Hip Hop,Ireland,13677
2020,Mandopop,Malaysia,19141
2020,Mandopop,Singapore,2839564
2020,Mandopop,Taiwan,35847647
2020,Melodic Metalcore,Australia,391633
2020,Melodic Metalcore,Austria,56290
2020,Melodic Metalcore,Belgium,13526
2020,Melodic Metalcore,Finland,197767
2020,Melodic Metalcore,Germany,1058943
2020,Melodic Metalcore,Global,5992647
2020,Melodic Metalcore,Indonesia,68229
2020,Melodic Metalcore,Poland,18212
2020,Melodic Metalcore,Portugal,10556
2020,Melodic Metalcore,Switzerland,13163
2020,Melodic Metalcore,United States of America,511540
2020,Melodic Rap,Argentina,8505326
2020,Melodic Rap,Australia,136694465
2020,Melodic Rap,Austria,12405178
2020,Melodic Rap,Belgium,30416719
2020,Melodic Rap,Brazil,51699672
2020,Melodic Rap,Canada,217041436
2020,Melodic Rap,Chile,5890085
2020,Melodic Rap,Colombia,2562398
2020,Melodic Rap,Costa Rica,3113410
2020,Melodic Rap,Denmark,29346973
2020,Melodic Rap,Ecuador,1206534
2020,Melodic Rap,Finland,21916412
2020,Melodic Rap,France,59643897
2020,Melodic Rap,Germany,132754313
2020,Melodic Rap,Global,3484327248
2020,Melodic Rap,Indonesia,19802863
2020,Melodic Rap,Ireland,29813368
2020,Melodic Rap,Italy,31549213
2020,Melodic Rap,Malaysia,14345840
2020,Melodic Rap,Mexico,21181098
2020,Melodic Rap,Netherlands,71661285
2020,Melodic Rap,New Zealand,28461844
2020,Melodic Rap,Norway,41581251
2020,Melodic Rap,Peru,2269560
2020,Melodic Rap,Philippines,22150501
2020,Melodic Rap,Poland,14559428
2020,Melodic Rap,Portugal,24605574
2020,Melodic Rap,Singapore,14252805
2020,Melodic Rap,Spain,13039735
2020,Melodic Rap,Sweden,47394447
2020,Melodic Rap,Switzerland,18947636
2020,Melodic Rap,Taiwan,7218287
2020,Melodic Rap,Turkey,14402848
2020,Melodic Rap,United States of America,1756203460
2020,Memphis Hip Hop,Canada,6096686
2020,Memphis Hip Hop,Global,10323522
2020,Memphis Hip Hop,Norway,48139
2020,Memphis Hip Hop,Switzerland,17367
2020,Memphis Hip Hop,United States of America,149426773
2020,Miami Hip Hop,Canada,31614
2020,Miami Hip Hop,United States of America,8364899
2020,Modern Alternative Rock,Australia,2855276
2020,Modern Alternative Rock,Austria,372056
2020,Modern Alternative Rock,Belgium,442983
2020,Modern Alternative Rock,Brazil,526688
2020,Modern Alternative Rock,Canada,4845509
2020,Modern Alternative Rock,Finland,821966
2020,Modern Alternative Rock,Global,197800756
2020,Modern Alternative Rock,Ireland,1151989
2020,Modern Alternative Rock,Malaysia,222246
2020,Modern Alternative Rock,New Zealand,353729
2020,Modern Alternative Rock,Norway,215012
2020,Modern Alternative Rock,Poland,4474117
2020,Modern Alternative Rock,Portugal,726012
2020,Modern Alternative Rock,Switzerland,272326
2020,Modern Alternative Rock,Turkey,3843594
2020,Modern Alternative Rock,United States of America,73507684
2020,Modern Blues Rock,Austria,90401
2020,Modern Blues Rock,Finland,39185
2020,Modern Blues Rock,Germany,1350615
2020,Modern Blues Rock,Norway,411632
2020,Modern Blues Rock,Switzerland,125122
2020,Modern Indie Pop,Canada,29637
2020,Modern Indie Pop,Indonesia,1607916
2020,Modern Indie Pop,Ireland,5025
2020,Modern Indie Pop,Malaysia,1461154
2020,Modern Indie Pop,New Zealand,53415
2020,Modern Indie Pop,Philippines,26872
2020,Modern Indie Pop,Singapore,543050
2020,Modern Indie Pop,United States of America,3877495
2020,Modern Rock,Argentina,2035556
2020,Modern Rock,Australia,13087096
2020,Modern Rock,Austria,74028
2020,Modern Rock,Belgium,3766780
2020,Modern Rock,Brazil,59726420
2020,Modern Rock,Canada,4755096
2020,Modern Rock,Colombia,4911142
2020,Modern Rock,Costa Rica,2904018
2020,Modern Rock,Ecuador,3369720
2020,Modern Rock,Finland,2168424
2020,Modern Rock,France,4172250
2020,Modern Rock,Global,736629353
2020,Modern Rock,Indonesia,24715966
2020,Modern Rock,Ireland,1117551
2020,Modern Rock,Malaysia,2980518
2020,Modern Rock,Mexico,64748228
2020,Modern Rock,Netherlands,2994186
2020,Modern Rock,New Zealand,758806
2020,Modern Rock,Norway,205502
2020,Modern Rock,Peru,639334
2020,Modern Rock,Portugal,734572
2020,Modern Rock,Singapore,536878
2020,Modern Rock,Spain,91270
2020,Modern Rock,Sweden,388926
2020,Modern Rock,Switzerland,2304930
2020,Modern Rock,Turkey,1410186
2020,Modern Rock,United States of America,28706850
2020,Motown,Australia,1857753
2020,Motown,Austria,97825
2020,Motown,Belgium,277682
2020,Motown,Canada,4331299
2020,Motown,Denmark,674677
2020,Motown,Finland,16015
2020,Motown,Germany,716273
2020,Motown,Global,44053864
2020,Motown,Ireland,820971
2020,Motown,Italy,37679
2020,Motown,Malaysia,19567
2020,Motown,Netherlands,894111
2020,Motown,New Zealand,488531
2020,Motown,Norway,495960
2020,Motown,Philippines,199076
2020,Motown,Poland,33510
2020,Motown,Portugal,80017
2020,Motown,Singapore,58125
2020,Motown,Sweden,481192
2020,Motown,Switzerland,244591
2020,Motown,United States of America,28265156
2020,Musica Catalana,Spain,38883
2020,N-a,Argentina,241826
2020,N-a,Australia,19598637
2020,N-a,Austria,5423807
2020,N-a,Belgium,7260963
2020,N-a,Brazil,1022605
2020,N-a,Canada,34680723
2020,N-a,Chile,691488
2020,N-a,Colombia,95378
2020,N-a,Costa Rica,290577
2020,N-a,Denmark,12527661
2020,N-a,Ecuador,229629
2020,N-a,Finland,2539955
2020,N-a,France,15404660
2020,N-a,Germany,69106861
2020,N-a,Global,644269789
2020,N-a,Indonesia,25980288
2020,N-a,Ireland,7354688
2020,N-a,Italy,18309702
2020,N-a,Malaysia,5798644
2020,N-a,Mexico,2207619
2020,N-a,Netherlands,19016941
2020,N-a,New Zealand,3862628
2020,N-a,Norway,16035112
2020,N-a,Peru,281895
2020,N-a,Philippines,7389818
2020,N-a,Poland,12161050
2020,N-a,Portugal,2676565
2020,N-a,Singapore,2762624
2020,N-a,Spain,5729154
2020,N-a,Sweden,28043875
2020,N-a,Switzerland,8083301
2020,N-a,Taiwan,368937
2020,N-a,Turkey,5355643
2020,N-a,United States of America,193114606
2020,Neo Mellow,Australia,27259614
2020,Neo Mellow,Belgium,98219
2020,Neo Mellow,Canada,418667
2020,Neo Mellow,Denmark,6171269
2020,Neo Mellow,Indonesia,13868475
2020,Neo Mellow,Ireland,4083217
2020,Neo Mellow,Italy,165844
2020,Neo Mellow,Malaysia,6897188
2020,Neo Mellow,Netherlands,296456
2020,Neo Mellow,New Zealand,4153930
2020,Neo Mellow,Norway,8129279
2020,Neo Mellow,Philippines,11211853
2020,Neo Mellow,Portugal,37401
2020,Neo Mellow,Singapore,6104738
2020,Neo Mellow,Sweden,1162587
2020,Neo Mellow,Switzerland,176799
2020,Neo Mellow,United States of America,645059
2020,Neo Soul,Poland,266625
2020,New Wave Pop,Australia,913898
2020,New Wave Pop,Austria,140166
2020,New Wave Pop,Belgium,894450
2020,New Wave Pop,Canada,1202444
2020,New Wave Pop,Denmark,548194
2020,New Wave Pop,Finland,988755
2020,New Wave Pop,Germany,737891
2020,New Wave Pop,Global,17533694
2020,New Wave Pop,Ireland,507465
2020,New Wave Pop,Netherlands,2921132
2020,New Wave Pop,Norway,1859095
2020,New Wave Pop,Poland,330310
2020,New Wave Pop,Sweden,2019227
2020,New Wave Pop,Switzerland,201007
2020,New Wave Pop,United States of America,4127339
2020,Nordic House,Norway,364288
2020,Norges Stemme,Norway,546448
2020,Norwegian Indie,Norway,704471
2020,Norwegian Pop,Norway,10324487
2020,Norwegian Pop,Sweden,27147
2020,Nz Pop,Australia,21138504
2020,Nz Pop,New Zealand,44801549
2020,Nz Reggae,New Zealand,2277206
2020,Operatic Pop,Sweden,149602
2020,Opm,Philippines,16820627
2020,Permanent Wave,Argentina,476963
2020,Permanent Wave,Australia,1876515
2020,Permanent Wave,Austria,478630
2020,Permanent Wave,Belgium,2277335
2020,Permanent Wave,Canada,1235387
2020,Permanent Wave,Colombia,148921
2020,Permanent Wave,Costa Rica,368146
2020,Permanent Wave,Denmark,639131
2020,Permanent Wave,Finland,64550
2020,Permanent Wave,France,1861224
2020,Permanent Wave,Germany,4349910
2020,Permanent Wave,Global,20691069
2020,Permanent Wave,Ireland,1043930
2020,Permanent Wave,Italy,625926
2020,Permanent Wave,Malaysia,28830
2020,Permanent Wave,Mexico,241999
2020,Permanent Wave,Netherlands,3692483
2020,Permanent Wave,New Zealand,417875
2020,Permanent Wave,Norway,2730198
2020,Permanent Wave,Philippines,424923
2020,Permanent Wave,Poland,932866
2020,Permanent Wave,Portugal,72965
2020,Permanent Wave,Singapore,248379
2020,Permanent Wave,Spain,171925
2020,Permanent Wave,Sweden,1076109
2020,Permanent Wave,Switzerland,360443
2020,Permanent Wave,Taiwan,8435
2020,Permanent Wave,United States of America,796111
2020,Polish Hip Hop,Poland,21038032
2020,Polish Pop,Poland,143244
2020,Pop,Argentina,90297627
2020,Pop,Australia,436534688
2020,Pop,Austria,24991184
2020,Pop,Belgium,72116303
2020,Pop,Brazil,219294636
2020,Pop,Canada,308813139
2020,Pop,Chile,49781589
2020,Pop,Colombia,14278260
2020,Pop,Costa Rica,10575176
2020,Pop,Denmark,69786726
2020,Pop,Ecuador,5892699
2020,Pop,Finland,34084592
2020,Pop,France,72581729
2020,Pop,Germany,176868415
2020,Pop,Global,7487601382
2020,Pop,Indonesia,175303865
2020,Pop,Ireland,100663861
2020,Pop,Italy,88486312
2020,Pop,Malaysia,104060059
2020,Pop,Mexico,201269309
2020,Pop,Netherlands,208085728
2020,Pop,New Zealand,86423731
2020,Pop,Norway,135762249
2020,Pop,Peru,14030702
2020,Pop,Philippines,232673474
2020,Pop,Poland,68570394
2020,Pop,Portugal,35734182
2020,Pop,Singapore,91650386
2020,Pop,Spain,67842611
2020,Pop,Sweden,128871627
2020,Pop,Switzerland,46222651
2020,Pop,Taiwan,30710978
2020,Pop,Turkey,14153324
2020,Pop,United States of America,1676837891
2020,Pop Argentino,Argentina,22924535
2020,Pop Edm,Austria,2752332
2020,Pop Edm,Belgium,260878
2020,Pop Edm,Finland,3557322
2020,Pop Edm,France,10691622
2020,Pop Edm,Germany,41252484
2020,Pop Edm,Global,8345901
2020,Pop Edm,Norway,568386
2020,Pop Edm,Poland,5585749
2020,Pop Edm,Sweden,1216899
2020,Pop Edm,Switzerland,2758534
2020,Pop Edm,Taiwan,10862
2020,Pop R&b,Australia,2955016
2020,Pop R&b,Brazil,2317090
2020,Pop R&b,Canada,2643734
2020,Pop R&b,Denmark,163727
2020,Pop R&b,Global,67267487
2020,Pop R&b,Indonesia,7950321
2020,Pop R&b,Ireland,175299
2020,Pop R&b,Malaysia,1055090
2020,Pop R&b,Netherlands,732672
2020,Pop R&b,New Zealand,1332003
2020,Pop R&b,Norway,234455
2020,Pop R&b,Philippines,14806987
2020,Pop R&b,Portugal,389052
2020,Pop R&b,Singapore,636282
2020,Pop R&b,United States of America,14510021
2020,Pop Rap,Philippines,22742
2020,Pop Soul,Norway,15054
2020,Pop Soul,Sweden,53642
2020,Rap,Argentina,436978
2020,Rap,Australia,24929422
2020,Rap,Austria,608060
2020,Rap,Belgium,3065390
2020,Rap,Brazil,84314
2020,Rap,Canada,29669936
2020,Rap,Chile,1275399
2020,Rap,Costa Rica,456538
2020,Rap,Denmark,2911891
2020,Rap,Finland,1806127
2020,Rap,France,3918177
2020,Rap,Germany,6125410
2020,Rap,Global,588683851
2020,Rap,Indonesia,280520
2020,Rap,Ireland,3382458
2020,Rap,Italy,1055065
2020,Rap,Malaysia,2582579
2020,Rap,Netherlands,3180819
2020,Rap,New Zealand,5493377
2020,Rap,Norway,5476017
2020,Rap,Peru,31647
2020,Rap,Philippines,23287
2020,Rap,Poland,820437
2020,Rap,Portugal,4380580
2020,Rap,Singapore,814763
2020,Rap,Spain,156028
2020,Rap,Sweden,903319
2020,Rap,Switzerland,2522152
2020,Rap,Taiwan,5586
2020,Rap,Turkey,2203757
2020,Rap,United States of America,269216468
2020,Rap Francais,France,352797
2020,Reggae,Ireland,42658
2020,Reggae,Netherlands,152597
2020,Reggae,New Zealand,66282
2020,Reggae Fusion,Ireland,25039
2020,Reggae Fusion,New Zealand,225073
2020,Reggaeton Chileno,Chile,20470
2020,Reggaeton Mexicano,Mexico,80011
2020,Rock-and-roll,Australia,762931
2020,Rock-and-roll,Austria,72260
2020,Rock-and-roll,Belgium,221299
2020,Rock-and-roll,Canada,3231311
2020,Rock-and-roll,Denmark,178778
2020,Rock-and-roll,Finland,159704
2020,Rock-and-roll,France,68211
2020,Rock-and-roll,Germany,539048
2020,Rock-and-roll,Global,29162528
2020,Rock-and-roll,Ireland,353989
2020,Rock-and-roll,Malaysia,7426
2020,Rock-and-roll,Netherlands,1253190
2020,Rock-and-roll,New Zealand,201487
2020,Rock-and-roll,Norway,349991
2020,Rock-and-roll,Philippines,38584
2020,Rock-and-roll,Poland,92761
2020,Rock-and-roll,Portugal,48934
2020,Rock-and-roll,Singapore,25140
2020,Rock-and-roll,Spain,103030
2020,Rock-and-roll,Sweden,1358654
2020,Rock-and-roll,Switzerland,123087
2020,Rock-and-roll,United States of America,16753722
2020,Social Media Pop,Canada,29890
2020,Social Media Pop,Ireland,11348
2020,Social Media Pop,Turkey,3580043
